  100
    1      .00     1.00    0    0    1    1     1.00
    2      .00     1.00    0    0    1    1     1.00
    3      .00     1.00    0    0    1    1     1.00
    4      .00     1.00    0    0    1    1     1.00
    5      .00     1.00    0    0    1    1     1.00
    6      .00     1.00    0    0    1    1     1.00
    7      .00     1.00    0    0    1    1     1.00
    8      .00     1.00    0    0    2    1     1.00
    9      .00     1.00    0    0    2    1     1.00
   10      .00     1.00    0    0    2    1     1.00
   11      .00     1.00    0    0    2    1     1.00
   12      .00     1.00    0    0    2    1     1.00
   13      .00     1.00    0    0    2    1     1.00
   14      .00     1.00    0    0    2    1     1.00
   15      .00     1.00    0    0    2    1     1.00
   16      .00     1.00    1    1    3    1     1.00
   17      .00     1.00    1    1    3    1     1.00
   18      .00     1.00    1    1    3    1     1.00
   19      .00     1.00    1    1    3    1     1.00
   20      .00     1.00    1    1    3    1     1.00
   21      .00     1.00    1    1    3    1     1.00
   22      .00     1.00    1    1    3    1     1.00
   23      .00     1.00    2    2    2    2     1.00
   24      .00     1.00    2    2    2    2     1.00
   25      .00     1.00    2    4    4    1     1.00
   26      .00     1.00    2    4    4    1     1.00
   27      .00     1.00    2    4    4    1     1.00
   28      .00     1.00    2    4    4    1     1.00
   29      .00     1.00    2    4    4    1     1.00
   30      .00     1.00    2    4    4    1     1.00
   31      .00     1.00    2    4    4    1     1.00
   32      .00     1.00    2    4    4    1     1.00
   33      .00     1.00    2    4    4    1     1.00
   34      .00     1.00    2    4    4    1     1.00
   35      .00     1.00    3    3    2    3     1.00
   36      .00     1.00    3    3    2    3     1.00
   37      .00     1.00    3    5    5    1     1.00
   38      .00     1.00    3    5    5    1     1.00
   39      .00     1.00    3    5    5    1     1.00
   40      .00     1.00    3    5    5    1     1.00
   41      .00     1.00    3    5    5    1     1.00
   42      .00     1.00    3    5    5    1     1.00
   43      .00     1.00    3    5    5    1     1.00
   44      .00     1.00    3    5    5    1     1.00
   45      .00     1.00    3    5    5    1     1.00
   46      .00     1.00    4    4    4    1     1.00
   47      .00     1.00    4    4    4    1     1.00
   48      .00     1.00    4    6    4    2     1.00
   49      .00     1.00    4    6    1    2     1.00
   50      .00     1.00    4    6    1    2     1.00
   51      .00     1.00    4    6    2    4     1.00
   52      .00     1.00    4    6    2    4     1.00
   53      .00     1.00    4    6    2    4     1.00
   54      .00     1.00    4    6    2    4     1.00
   55      .00     1.00    4    6    5    2     1.00
   56      .00     1.00    4    6    5    2     1.00
   57      .00     1.00    5    7    6    1     1.00
   58      .00     1.00    5    7    6    1     1.00
   59      .00     1.00    5    7    6    1     1.00
   60      .00     1.00    5    7    6    1     1.00
   61      .00     1.00    5    7    6    1     1.00
   62      .00     1.00    5    7    6    1     1.00
   63      .00     1.00    5    7    6    1     1.00
   64      .00     1.00    5    7    6    1     1.00
   65      .00     1.00    6    8    7    1     1.00
   66      .00     1.00    6    8    7    1     1.00
   67      .00     1.00    6    8    7    1     1.00
   68      .00     1.00    6    8    7    1     1.00
   69      .00     1.00    6    8    5    3     1.00
   70      .00     1.00    6    8    5    3     1.00
   71      .00     1.00    6    8    8    1     1.00
   72      .00     1.00    6    8    8    1     1.00
   73      .00     1.00    7    9    7    2     1.00
   74      .00     1.00    7    9    7    2     1.00
   75      .00     1.00    7    9    7    2     1.00
   76      .00     1.00    7    9    7    2     1.00
   77      .00     1.00    7    9    7    2     1.00
   78      .00     1.00    7    9    7    2     1.00
   79      .00     1.00    7    9    5    4     1.00
   80      .00     1.00    7    9    5    4     1.00
   81      .00     1.00    7    9    8    2     1.00
   82      .00     1.00    7    9    8    2     1.00
   83      .00     1.00    7    9    8    2     1.00
   84      .00     1.00    7    9    8    2     1.00
   85      .00     1.00    8   10    9    1     1.00
   86      .00     1.00    8   10    9    1     1.00
   87      .00     1.00    8   10    9    1     1.00
   88      .00     1.00    8   10    9    1     1.00
   89      .00     1.00    8   10    9    1     1.00
   90      .00     1.00    8   10    9    1     1.00
   91      .00     1.00    8   10    9    1     1.00
   92      .00     1.00    8   10    9    1     1.00
   93      .00     1.00    8   10    9    1     1.00
   94      .00     1.00    8   10   10    1     1.00
   95      .00     1.00    8   10   10    1     1.00
   96      .00     1.00    8   10   10    1     1.00
   97      .00     1.00    8   10   10    1     1.00
   98      .00     1.00    9   11    9    2     1.00
   99      .00     1.00    9   11    9    2     1.00
  100      .00     1.00    9   11   10    2     1.00
    1   16    1.00    0
    2   16    1.00    0
    3   16    1.00    0
    4   16    1.00    0
    3   17    1.00    0
    4   17    1.00    0
    5   17    1.00    0
    6   17    1.00    0
    5   18    1.00    0
    6   18    1.00    0
    7   18    1.00    0
    8   18    1.00    0
    7   19    1.00    0
    8   19    1.00    0
    9   19    1.00    0
    8   20    1.00    0
    9   20    1.00    0
   10   20    1.00    0
   11   20    1.00    0
   10   21    1.00    0
   11   21    1.00    0
   12   21    1.00    0
   13   21    1.00    0
   12   22    1.00    0
   13   22    1.00    0
   14   22    1.00    0
   15   22    1.00    0
   16   23    1.00    0
   16   24    1.00    0
   17   25    1.00    0
   18   26    1.00    0
   18   27    1.00    0
   19   28    1.00    0
   20   29    1.00    0
   20   30    1.00    0
   21   31    1.00    0
   21   32    1.00    0
   22   32    1.00    0
   22   33    1.00    0
   22   34    1.00    0
   23   35    1.00    0
   24   36    1.00    0
   25   37    1.00    0
   26   38    1.00    0
   27   39    1.00    0
   28   40    1.00    0
   29   41    1.00    0
   30   42    1.00    0
   31   43    1.00    0
   32   44    1.00    0
   33   45    1.00    0
   34   45    1.00    0
   35   46    1.00    0
