   40
    1    20.00     1.00    0    0    1    1     1.00
    2    20.00     1.00    0    0    1    1     1.00
    3    20.00     1.00    0    0    1    1     1.00
    4    20.00     1.00    0    0    2    1     1.00
    5    20.00     1.00    0    0    1    1     1.00
    6    20.00     1.00    0    0    2    1     1.00
    7    20.00     1.00    1    1    3    1     1.00
    8    20.00     1.00    1    1    3    1     1.00
    9    20.00     1.00    1    1    3    1     1.00
   10    20.00     1.00    1    1    3    1     1.00
   11    30.00     1.00    2    3    4    1     1.00
   12    30.00     1.00    2    3    4    1     1.00
   13    30.00     1.00    2    3    4    1     1.00
   14    30.00     1.00    2    3    4    1     1.00
   15    30.00     1.00    2    3    4    1     1.00
   16    30.00     1.00    2    4    5    1     1.00
   17    30.00     1.00    2    4    5    1     1.00
   18    30.00     1.00    2    2    2    2     1.00
   19    30.00     1.00    2    2    2    2     1.00
   20    30.00     1.00    3    4    5    1     1.00
   21    40.00     1.00    3    4    5    1     1.00
   22    40.00     1.00    3    4    5    1     1.00
   23    40.00     1.00    3    4    5    1     1.00
   24    40.00     1.00    3    4    5    1     1.00
   25    40.00     1.00    3    5    4    2     1.00
   26    40.00     1.00    3    5    4    2     1.00
   27    40.00     1.00    3    3    4    1     1.00
   28    40.00     1.00    3    3    4    1     1.00
   29    40.00     1.00    3    3    4    1     1.00
   30    40.00     1.00    4    6    6    1     1.00
   31    50.00     1.00    4    5    5    2     1.00
   32    50.00     1.00    4    6    6    1     1.00
   33    50.00     1.00    4    6    6    1     1.00
   34    50.00     1.00    4    6    6    1     1.00
   35    50.00     1.00    4    6    6    1     1.00
   36    50.00     1.00    4    6    6    1     1.00
   37    50.00     1.00    4    6    6    1     1.00
   38    50.00     1.00    4    6    6    1     1.00
   39    50.00     1.00    4    5    4    2     1.00
   40    50.00     1.00    4    5    4    2     1.00
    1    7    1.00       0
    2    7    1.00       0
    3    7    1.00       0
    4    7    1.00       0
    1    8    1.00       0
    2    8    1.00       0
    3    8    1.00       0
    4    8    1.00       0
    1    9    1.00       0
    2    9    1.00       0
    3    9    1.00       0
    4    9    1.00       0
    5    9    1.00       0
    6    9    1.00       0
    1   10    1.00       0
    2   10    1.00       0
    3   10    1.00       0
    4   10    1.00       0
    5   10    1.00       0
    6   10    1.00       0
    7   11    1.00       0
    7   12    1.00       0
    8   13    1.00       0
    8   14    1.00       0
    9   15    1.00       0
    9   16    1.00       0
    9   17    1.00       0
   10   18    1.00       0
   10   19    1.00       0
   11   20    1.00       0
   11   21    1.00       0
   12   21    1.00       0
   12   22    1.00       0
   13   23    1.00       0
   14   24    1.00       0
   15   25    1.00       0
   16   25    1.00       0
   17   26    1.00       0
   18   27    1.00       0
   19   28    1.00       0
   19   29    1.00       0
   20   30    1.00       0
   21   31    1.00       0
   22   31    1.00       0
   23   32    1.00       0
   23   33    1.00       0
   24   33    1.00       0
   24   34    1.00       0
   25   35    1.00       0
   26   36    1.00       0
   27   37    1.00       0
   28   38    1.00       0
   28   39    1.00       0
   29   40    1.00       0
    0
